Post#,Post,Relevance,Sentiment,AD?
89711,我试用了海飞丝毛巾 我觉得：拿了第二次了，给我家宝宝擦身体用真的很柔软 （分享自 @喜试网） http://t.cn/RvtvPg8 ,N,,
509493,暴力的快递……还我瓶子~我用来装海洋宝宝的瓶子啊[泪流满面]@浦江歪门斜社 @X唐僧爱飘柔X @浦江乱谈 @浦江-张小楠 @浦江青年 @丢了小白的蜡笔小新6 http://t.cn/Rzgh52w,n,,
400298,我的忠实铁杆Fans是: @余克克up起来丶(99分) @兔芓有颗玻璃心(97分) @我不是巨人_(96分) @尼姑爱洗潘婷(94分) @一所懸命(85分) @李字有几畫(84分) @忘记加冰(79分) @尼玛根本停不下来(74分) @vivian-twy(72分) @Lisa七(63分) @姚大某人(59分) 。去看你的铁杆Fans>>http://t.cn/8kyhowC,N,,
100102,我试用了海飞丝毛巾，我觉得：hh （分享自 @喜试网） http://t.cn/RvtvPg8 ,N,,
133468,老婆，给你商量个事好么？下次把你的洁尔荫放得离我的海飞丝远一点[礼物].......,Y,NEU,SARCASTIC
733937,曾经我的人生中只有海飞丝和沙宣，这两天试了下神奇洗护，效果太明显[发呆]，我超爱的植物香味，洗发水抹上头发就开始明显变的柔软，更不要说护发素了，洗完头发后都没乱飞的小细毛，挖哈哈，超赞，这个确实好用才推荐给大家喔，妞们快下手吧[得意][得意]，需要的妞可以私聊。,Y,"Head&shoulders=NEU
 Vidal Sassoon=NEU",
583867,自然的你，没有过多的化妆，干净清丽。你也喜欢披散着头发，感受简单纯粹的自己。飘柔植物精选水润柔亮植物洗发水，令秀发散发最自然的气息。,Y,NEU,
14496,#今日关注# 【清扬飘柔被曝含防腐剂MIT 易致皮肤过敏】在《消费者报道》进行的洗发水比较测试中，飘柔和清扬检出防腐剂甲基异噻唑啉酮(MIT)，虽然含量低于国标，但其安全性仍受到质疑——3月12日，欧盟呼吁限制在清洗型化妆品中使用MIT和CMIT两种防腐剂，因其可能引起皮肤过敏。（杭州网）,Y,"Rejoice=NEG
 Clear=NEG",
119352,好幸运！我刚刚在#丝源会#中抽到了丝源音乐盒，可以拿积分制作更多的花盆、兑换更多优惠劵和奖品咯！@海飞丝丝源复活 http://t.cn/8sY6Mro,N,,
722951,#施华蔻星闻#中国好爸爸来啦[哈哈] 练着马步有三宝：减肥，育儿，秋千好,N,,
251663,#欧莱雅一滴改变等你见证#你的“天使环”@甜妞宝宝爱麻咪 @林清蝶 @晨暮光影 这是我的欧莱雅奇焕精油“天使环”+因为欧莱雅奇焕润发精油使我的秀发更柔顺，更靓丽，更有光泽！,Y,POS,
804448,最开始买的是旅行装，觉得不错就买了正装，最开始觉得不错，头发挺蓬的，但是用了大半桶后觉得头发明显比以前干了，以前几天不洗后是出油，她这是打结，头发像稻草一样，发膜一停洗完当时就很干，中途用一次潘婷的时光修护，差别很明显,Y,pos,
61710,#海飞丝校园之星歌手大赛#我发现了一个校园之星！>> 廖应麟 - 西安电子科技大学 >> http://t.cn/R7NrwVR ,N,,
274727,#我的欧莱雅秀发非凡时刻#@西南大学 @西大爱吐槽 @西南师范大学出版社 好喜欢郑柔美的头发，想拥有和她一样的头发,N,,
710448,原来润发精华素不是护发素，今晚给自己做了一个发膜。在洗净头发后，用毛巾按压多余的水，将头发吹至八成干，只要不滴水就OK，用了施华蔻的多效修护发膜加上潘婷的乌黑莹亮润发精华素，在手心搅拌均匀，将头发分成两部分，分别抹上。按摩片刻，用热毛巾将头发捂10分钟，清水冲洗干净，上护发素。完成。,Y,NEU,
658636,整个办公室弥漫着施华蔻的味道～～[可怜][可怜],Y,NEG,
638110,飘柔，就是这么自信！[偷乐],Y,NEU,SARCASTIC
373104,#欧莱雅炫发大赛#高圆圆头发挺好的呀，她可以来当代言人呢,N,,
644950,Rejoice 飘柔 兰花长效清爽去屑洗发露 750ml    19.9元（满99减25元） 促销详情:http://t.cn/zTjVfZS 来自: @宜米返利-淘折扣,Y,NEU,advertisement
587889,笑死了，哈哈！用飘柔，就是这么自信！！！,Y,NEU,SARCASTIC
675895,[冒个泡][心]施华蔻新品兰花顺柔洗发露[心]润发乳洗护套装[威武]深层修护[围观] http://t.cn/RvVKMLM,Y,NEU,
246601,#欧莱雅一滴改变等你见证#@梦色千境87 @qqgw96 @萌哒哒V5 + 我希望欧莱雅奇焕润发精油可以帮我解决毛躁、干枯、分叉三大秀发烦恼,Y,AMBIGUOUS,
67870,#海飞丝校园之星歌手大赛报名#,N,,
18691,对于【欧文手指轻抚抢镜沃尔】我有最独到见地。@怡坚珮喜37 @liaowenying60075 @郭美文6562 都给捧个场，为我的#清扬冠军见地#转发喝彩！你也有最神的评论？来@Clear清扬 亮出来瞧瞧：  http://t.cn/8FQVEEv,N,,
65620,感谢@海飞丝实力派 支持Jolin 支持海飞丝,N,,
792817,@沙宣VidalSassoon 在中国大学生、年轻消费者人群中的媒体影响力跻身百强榜单 #DMIX100# #Chinastudents# http://t.cn/zTXsDm7,N,,
90293,好幸运！我刚刚在#丝源会#中抽到了丝源音乐盒，可以拿积分制作更多的花盆、兑换更多优惠劵和奖品咯！@海飞丝丝源复活 http://t.cn/RveAfnS,N,,
500835,"【潘婷俄罗斯励志广告】成功就在你面前，只要你不顾一切的努力[话筒]. 俄罗斯体操少女的成长故事,类似的剧情不一样的演绎,看起来还是很吸引人.成功就在你面前,只要你不顾一切的努力.[爱你] http://t.cn/zYLP1W8",Y,NEU,official adv. Quato
596051,洗发套装真实反馈！就是这么好用，还在买飘柔海飞丝吗？别用了，弱爆啦。,Y,"Rejoice=NEG
 Head&shoulder=NEG",
550894,用飘柔就是这么自信[爱你] http://t.cn/Rh5EJgn,Y,NEU,SARCASTIC
585716,用飘柔就是这么自信。,Y,NEU,SARCASTIC
294171,#我的欧莱雅秀发非凡时刻#亲朋好友聚会、约会男神女神，闪亮的头发形象很重要有木有？点击投票告诉你会选择哪种最佳方法达到自己满意的效果。另外，欧莱雅润发精油全国免费试用正在火热进行中，点击链接http://t.cn/8FjTYTV参与申请吧！ http://t.cn/8F1moCa,Y,NEU,
61003,用了一禾三生，你就会发现，什么潘婷呀海飞丝呀之类的都弱爆了，不信就试试吧😊，不会让你失望的[来][来][来] http://t.cn/R7nLvG9,Y,"Pantene=NEG
 Head&shoulders=NEG",
101542,好幸运！我刚刚在#丝源会#中抽到了丝源音乐盒，可以拿积分制作更多的花盆、兑换更多优惠劵和奖品咯！@海飞丝丝源复活 http://t.cn/RvxOTF4,N,,
388070,正品欧莱雅护发精油倒膜炬油膏美奇丝香舒养护发膜500ml头发养护，物美价廉，只为您的满意而销售，只需44.50元，您只需要为您的心情而订购。http://t.cn/zQBJCbI,y,neu,advertisement
254308,我那稻草一般干枯的头发，又分叉又爱断，用了两年的巴黎欧莱雅，滑了一段时间，今年开始不行了。用沙宣完全没用。用了一个月传说中的神器，丝蕴无硅水润系列更糟糕，分叉更厉害。接下来用那个潘婷精油试试看。求推荐洗发水啊！求不打结，少分叉啊！,y,"L’Oreal=NEG
 Vidal Sassoon=NEG
 Pantene=neu",
76403,顾客问我，洗护套装【玛思卡华】真这么好？ 我不说效果，我告诉结果，品牌:卡诗威娜，欧莱雅，资生堂施华蔻，直接秒杀这些品牌。 至于什么海飞丝的。就没个比，不是一个档次的东西。 由于正品经常断货，假货泛滥，那些拿低价来比的，就不要问了。这个洗发水赚的是口碑，不是利润。 http://t.cn/8kE7M7T,Y,"L’Oreal=NEG
 Schwarzkopf=NEG",
638727,飘柔滋润去屑洗发露90g+舒肤佳纯白沐浴露180ml_洗发水_洗发、护发_个人清洁用品_宜家悦购网上超市 http://t.cn/zHmqyWe,Y,NEU,advertisement
285130,#我的欧莱雅秀发非凡时刻#+@方萃小童鞋 我想申请欧莱雅奇焕润发精油因为我想让头发更闪亮,Y,POS,
292450,#我的欧莱雅秀发非凡时刻#我刚参加了一个免费产品的试用活动，一款神奇的护发产品-欧莱雅奇焕润发精油。快来一起和我加入吧，申请链接： http://t.cn/8FkJiQK,Y,POS,
56562,我分享了 @梦回唐朝 唱的歌《包容 (海飞丝明)》，真的太棒了！！快来听听>>> http://t.cn/RzD9jl4 (通过#酷我K歌#录制),N,,
73890,台湾宝岛魔皂 纯手工打造 ：普通产品无可比拟的三大优势.    十二个装洗漱一整套：一：控油活性剂 比 马斯卡华沙宣 海飞丝洗发水去屑去油好十个比例，二：祛痘无患子 更安全祛痘 用完见效 不复发 立竿见影[em]e328142[/em] 三：收细毛孔去死皮，美白嫩肤 http://t.cn/RPYAexy,Y,"Vidal Sassoon=NEG
 Head&shoulders=NEG",advertisement
408329,等待头发干，在微博搜索有意思三个字，看了一堆编剧和投资人打架的事情，看得想吐，直到看到潘婷京城八十一号于雷看到@王匡敏@泰达游侠 @王匡敏 朋友一直在朋友圈很安静恬淡,n,,
635550,"#英语角#【趣味英语】小广告大文化。① From sharp minds, come sharp products。来自智慧的结晶 。（夏普）②Tide's in, dirt's out,有汰渍，没污渍。(汰渍洗衣粉) ③Think outside the box.（苹果电脑）④Start Ahead. 成功之路，从头开始。（飘柔）⑤Happy teaching Smart learning.乐教好学。",N,,
733484,🏆🏆🏆🏆每周一的创作研讨从未断过🌐🌐🌐。苑苑设计师阿虎将在24_30号赶往沙宣学院进修。12月1号正常上班，可提前88857310☎☎☎ http://t.cn/z8UDbAB,N,,
632693,到底是飘柔还是潘婷呢？@猫扑,Y,"Rejoice=Ambiguous
 Pantene=Ambiguous",
288756,#我的欧莱雅秀发非凡时刻#+@debbie丹 +我需要欧莱雅奇焕润发精油，因为我的头发容易干枯，分叉，冬天还特别容易静电，求拯救。,Y,POS,
805353,真不是妹子，别误会了 逗比什么星座的 潘婷 大射手哦,n,,
642088,宝洁： “飘柔”，从品牌名字上就让人明白了该产品使头发柔顺的特性，草绿色的包装让人以青春美的感受，“含丝质润发素，洗发护发一次完成，令头发飘逸柔顺”的广告语，再配以少女甩动如丝般头发的画面，更深化了消费者对“飘柔”飘逸柔顺效果的印象,Y,POS,
42361,对于【郜林斯曼专治太极虎】我有最独到见地。@陈俊娥0883 @邱恩维464273 @傅容明765833 都给捧个场，为我的#清扬冠军见地#转发喝彩！你也有最神的评论？来@Clear清扬 亮出来瞧瞧：  http://t.cn/zRoPBZV,N,,
614334,"#勇敢·爱# oh my god,为什么要为飘柔打广告 详情:http://t.cn/8k684UY",Y,NEU,
643142,感谢你们。下次会记得给你们做饭的。姐姐回去再好好修炼修炼。还莫有出师。[爱你]@lilac84 @王小揺 @爱读书爱mm @一路随和 @唐森洗发爱飘柔 @虞美人-阖 @黄龙猫猫 @胡小A,N,,
136009,好幸运！我刚刚在#丝源会#中抽到了丝源音乐盒，可以拿积分制作更多的花盆、兑换更多优惠劵和奖品咯！@海飞丝丝源复活 http://t.cn/8sPKrxM,N,,
710714,施华蔻什么的都弱爆了！终于有土豪朋友开店卖卡诗洗发水了，用过最好，绝对没有之一的一款洗发水，香味淡淡的。之前买不起，现在有靠谱的正品店，可以下手了！地址http://t.cn/8kZxGBV 已入~@娜个微笑,Y,NEG,advertisement
492226,陪着小侄子看少儿频道顺便看了两次汤汤的潘婷广告😁,Y,NEU,
274635,#我的欧莱雅秀发非凡时刻#@小米手机  还好还好我只是普通懒美人，你呢？(来自 http://t.cn/8FeK3sW ),N,,
170285,好幸运！我刚刚在#丝源会#中抽到了发肌专家咨询，可以拿积分制作更多的花盆、兑换更多优惠劵和奖品咯！@海飞丝丝源复活 http://t.cn/8FL9Opq,N,,
491915,以前买过的.价格似乎更实恵——评论 @惠惠网 【36元 潘婷Clinicare 纤细受损修护洗发露600ml】     潘婷Clinicare纤细受损修护洗发露600ml ，1号店目前售价51元，一次购买2瓶，可参加“满98立减30”活动，满减后两瓶只需72元，折合36元/瓶。凑单至100元，支...http://t.cn/zQfTZFB,Y,NEU,advertisement
613369,#飘柔#@飘柔 勇敢.爱    你还相信爱情吗？ http://t.cn/8FL4avb,N,,
268847,#我的欧莱雅秀发非凡时刻#  @艾艾市场营销策划有限公司 @我是娜扎  亲，我觉得这个活动不错哦，你也来试试吧！,N,,
425708,@爱笑的潘婷婷婷婷婷 @C锐珊珊 @S-Limit @余-婉璇,N,,
633987,#飘柔·柔爱互动#小调查^^洗头发时，你的洗发水和护发素用量哪个多？,N,,
271114,#我的欧莱雅秀发非凡时刻#@余婉仪_ @仲恺管院工管131 @Easy燕3315829211 因为有秀发的女生感觉很美,N,,
44834,到后来……我才发现……我的初恋只是给了伊卡露那神奇的香味，而那个使用伊卡露的人却从未爱过我，她只是迷恋我缠绕她的发稍的感觉……到后来我也许又会喜欢海飞丝，清扬，潘婷或许别的，我大概只是不愿意直视孤独……将爱假给洗发水……所以…………你们骗自己爱上了哪款香味？,N,,
313981,刚收到老公送的感恩节礼物--欧莱雅奇焕润发精油，好开心#欧莱雅护发土豪金#,Y,POS,
635799,春花秋月何时了？他好我也好。小楼昨夜又东风，电话订购五妙就成功。雕栏玉砌应犹在，蓝瓶更有爱。问军能有几多愁？恰似二十年来用飘柔。,n,,
720153,"【施华蔻新秋冬系列之爱情故事】施华蔻新秋冬系列之爱情故事,护肤 http://t.cn/z8wqwWE",N,,
650667,【开奖啦】#施华蔻双11晒单#活动已经结束了，恭喜@一名出色的话剧演员 @小辛雨过天晴 @YawnDo @淘气鬼儿85 @FFQ-Ivy @二酱R @Vivienne_cccc @周黛淳 @健忘的鱼yu @若秋颜 ，以上10位粉丝获得多效19润发乳600ml一份，请在12月5日前将你们的【姓名+手机+地址+邮编】私信给小施，过期视为自动放弃获奖哦！,N,,
64638,大家快来看，这是我刚刚#丝源会#中做的头像花盆，你是否也希望和我一样，有一个印着属于自己头像的定制花盆呢？现在就加入丝源会，绘制属于自己的头像，建筑你的丝之花“源”吧。@海飞丝丝源复活 http://t.cn/RhsXXM8,N,,
91004,我参与了@海飞丝实力派 发起的投票【#够实力 高八度#选出你心目中的人气之星！】，我投给了“曹骏-张恒远”这个选项。你也快来表态吧：http://t.cn/Rvr05G6,N,,
126682,好幸运！我刚刚在#丝源会#中抽到了丝源音乐盒，可以拿积分制作更多的花盆、兑换更多优惠劵和奖品咯！@海飞丝丝源复活 http://t.cn/8sxvqrm,N,,
694590,#时尚教父潮流对话#我刚与卡尔·拉格斐进行了一场穿越时空的潮流对话，这是他为我推荐的“纯美真粹”造型，是不是超赞？@冰山雪我@看你的资料@大宋新玩意_95954 快点击http://t.cn/8sGMmSV 与他对话吧，还有丰厚的礼品拿！@施华蔻官方微博 ,N,,
129701,我牙膏用的是黑人，洗发水用的是海飞丝，连手机用的都是三星，哪样不是世界品牌？就连去上班都经常坐着十几万的公交车，并长期和世界五百强建设银行，工商银行，中国移动，国家电网保持着密切长期稳定的合作关系！您...  来自@百思不得姐应用  http://t.cn/8sqFReb,Y,NEU,SARCASTIC
524994,感觉着两天太自信了，可能是洗飘柔洗多了@飘柔Rejoice ，所以，我打算洗完这瓶飘柔换一种洗发水。@王尼玛 @王牧笛,Y,NEU,SARCASTIC
